Species	gtdb_taxonomy	genus	sp	accession	gtdb_type_species_of_genus	Oxygen tolerance raw	Oxygen tolerance	random_id
Sphingobium yanoikuyae	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium yanoikuyae	g__Sphingobium	s__Sphingobium yanoikuyae	RS_GCF_000315525.1	t	aerobe	aerobe	4165
Panacibacter ginsenosidivorans	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Panacibacter;s__Panacibacter ginsenosidivorans	g__Panacibacter	s__Panacibacter ginsenosidivorans	RS_GCF_007971225.1	t	aerobe	aerobe	4164
Hydrotalea flava	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__Hydrotalea flava	g__Hydrotalea	s__Hydrotalea flava	GB_GCA_001623405.1	t	aerobe,facultative anaerobe,microaerophile	aerobe	4157
Celeribacter neptunius	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Celeribacter;s__Celeribacter neptunius	g__Celeribacter	s__Celeribacter neptunius	RS_GCF_900113955.1	t	facultative anaerobe	aerobe	4154
Gordonibacter pamelaeae	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae	g__Gordonibacter	s__Gordonibacter pamelaeae	RS_GCF_000210055.1	t	anaerobe	anaerobe	4128
Desmospora activa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Thermoactinomycetales;f__Thermoactinomycetaceae;g__Desmospora;s__Desmospora activa	g__Desmospora	s__Desmospora activa	RS_GCF_003046315.1	t	aerobe,microaerophile	aerobe	4125
Brevibacillus brevis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Brevibacillales;f__Brevibacillaceae;g__Brevibacillus;s__Brevibacillus brevis	g__Brevibacillus	s__Brevibacillus brevis	RS_GCF_900637055.1	t	aerobe	aerobe	4124
Coprothermobacter proteolyticus	d__Bacteria;p__Coprothermobacterota;c__Coprothermobacteria;o__Coprothermobacterales;f__Coprothermobacteraceae;g__Coprothermobacter;s__Coprothermobacter proteolyticus	g__Coprothermobacter	s__Coprothermobacter proteolyticus	RS_GCF_000020945.1	t	anaerobe	anaerobe	4121
Granulicoccus phenolivorans	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Granulicoccus;s__Granulicoccus phenolivorans	g__Granulicoccus	s__Granulicoccus phenolivorans	RS_GCF_000423085.1	t	facultative anaerobe	aerobe	4120
Rhodopirellula baltica	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula;s__Rhodopirellula baltica	g__Rhodopirellula	s__Rhodopirellula baltica	RS_GCF_000196115.1	t	aerobe	aerobe	4104
Tepidicella xavieri	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Tepidicella;s__Tepidicella xavieri	g__Tepidicella	s__Tepidicella xavieri	RS_GCF_004363315.1	t	aerobe	aerobe	4102
Gillisia limnaea	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gillisia;s__Gillisia limnaea	g__Gillisia	s__Gillisia limnaea	RS_GCF_000243235.1	t	aerobe	aerobe	4097
Luteipulveratus mongoliensis	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Luteipulveratus;s__Luteipulveratus mongoliensis	g__Luteipulveratus	s__Luteipulveratus mongoliensis	RS_GCF_001190945.1	t	aerobe	aerobe	4094
Yoonia vestfoldensis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__Yoonia vestfoldensis	g__Yoonia	s__Yoonia vestfoldensis	RS_GCF_000382265.1	t	aerobe	aerobe	4073
Kandleria vitulina	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Kandleria;s__Kandleria vitulina	g__Kandleria	s__Kandleria vitulina	RS_GCF_000702065.1	t	anaerobe	anaerobe	4068
Methylophilus methylotrophus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylophilus;s__Methylophilus methylotrophus	g__Methylophilus	s__Methylophilus methylotrophus	RS_GCF_000378225.1	t	aerobe	aerobe	4060
Streptohalobacillus salinus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Streptohalobacillus;s__Streptohalobacillus salinus	g__Streptohalobacillus	s__Streptohalobacillus salinus	RS_GCF_003201605.1	t	facultative anaerobe,microaerophile	aerobe	4056
Lawsonibacter asaccharolyticus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter asaccharolyticus	g__Lawsonibacter	s__Lawsonibacter asaccharolyticus	RS_GCF_003112755.1	t	obligate anaerobe	anaerobe	4055
Desulfatirhabdium butyrativorans	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatirhabdiaceae;g__Desulfatirhabdium;s__Desulfatirhabdium butyrativorans	g__Desulfatirhabdium	s__Desulfatirhabdium butyrativorans	RS_GCF_000429925.1	t	anaerobe	anaerobe	4047
Sandaracinus amylolyticus	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Sandaracinaceae;g__Sandaracinus;s__Sandaracinus amylolyticus	g__Sandaracinus	s__Sandaracinus amylolyticus	RS_GCF_000737325.1	t	aerobe	aerobe	4045
Bartonella bacilliformis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_A;f__Rhizobiaceae_A;g__Bartonella;s__Bartonella bacilliformis	g__Bartonella	s__Bartonella bacilliformis	RS_GCF_000015445.1	t	aerobe	aerobe	4042
Fodinicola feengrottensis	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__HKI-0501;g__Fodinicola;s__Fodinicola feengrottensis	g__Fodinicola	s__Fodinicola feengrottensis	RS_GCF_010993775.1	t	aerobe	aerobe	4033
Phaseolibacter flectens	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Phaseolibacter;s__Phaseolibacter flectens	g__Phaseolibacter	s__Phaseolibacter flectens	RS_GCF_000518745.1	t	facultative anaerobe	aerobe	4016
Atopobium minutum	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium;s__Atopobium minutum	g__Atopobium	s__Atopobium minutum	RS_GCF_001437015.1	t	anaerobe	anaerobe	4016
Pelomonas saccharophila	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pelomonas;s__Pelomonas saccharophila	g__Pelomonas	s__Pelomonas saccharophila	RS_GCF_004342485.1	t	aerobe,microaerophile	aerobe	4014
Monoglobus pectinilyticus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Monoglobus;s__Monoglobus pectinilyticus	g__Monoglobus	s__Monoglobus pectinilyticus	RS_GCF_002874775.1	t	anaerobe	anaerobe	4014
Butyrivibrio fibrisolvens	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio fibrisolvens	g__Butyrivibrio	s__Butyrivibrio fibrisolvens	RS_GCF_900129945.1	t	anaerobe	anaerobe	4013
Longilinea arvoryzae	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Longilinea;s__Longilinea arvoryzae	g__Longilinea	s__Longilinea arvoryzae	RS_GCF_001050235.1	t	anaerobe	anaerobe	4007
Propioniciclava tarda	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Propioniciclava;s__Propioniciclava tarda	g__Propioniciclava	s__Propioniciclava tarda	RS_GCF_900182665.1	t	anaerobe	anaerobe	4001
Ignavibacterium album	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Ignavibacterium;s__Ignavibacterium album	g__Ignavibacterium	s__Ignavibacterium album	RS_GCF_000258405.1	t	anaerobe	anaerobe	4000
Microbacterium lacticum	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium lacticum	g__Microbacterium	s__Microbacterium lacticum	RS_GCF_006716815.1	t	aerobe,microaerophile	aerobe	3997
Pusillimonas noertemannii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pusillimonas;s__Pusillimonas noertemannii	g__Pusillimonas	s__Pusillimonas noertemannii	RS_GCF_003096595.1	t	aerobe	aerobe	3989
Brenneria salicis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Brenneria;s__Brenneria salicis	g__Brenneria	s__Brenneria salicis	RS_GCF_003315515.1	t	aerobe	aerobe	3987
Olleya marilimosa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Olleya;s__Olleya marilimosa	g__Olleya	s__Olleya marilimosa	RS_GCF_000518485.1	t	aerobe	aerobe	3982
Anaerovibrio lipolyticus	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Anaerovibrio;s__Anaerovibrio lipolyticus	g__Anaerovibrio	s__Anaerovibrio lipolyticus	RS_GCF_900141865.1	t	anaerobe	anaerobe	3978
Tenacibaculum maritimum	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum maritimum	g__Tenacibaculum	s__Tenacibaculum maritimum	RS_GCF_900119795.1	t	aerobe,obligate aerobe	aerobe	3978
Fluviicoccus keumensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Fluviicoccus;s__Fluviicoccus keumensis	g__Fluviicoccus	s__Fluviicoccus keumensis	RS_GCF_004217445.1	t	aerobe	aerobe	3974
Kosakonia cowanii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kosakonia;s__Kosakonia cowanii	g__Kosakonia	s__Kosakonia cowanii	RS_GCF_001975225.1	t	aerobe	aerobe	3973
Dyella japonica	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dyella;s__Dyella japonica	g__Dyella	s__Dyella japonica	RS_GCF_001010355.1	t	aerobe	aerobe	3973
Salinivibrio costicola	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Salinivibrio;s__Salinivibrio costicola	g__Salinivibrio	s__Salinivibrio costicola	RS_GCF_000565345.1	t	aerobe	aerobe	3972
Helcobacillus massiliensis	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermabacteraceae;g__Helcobacillus;s__Helcobacillus massiliensis	g__Helcobacillus	s__Helcobacillus massiliensis	RS_GCF_014191425.1	t	aerobe	aerobe	3969
Solibacillus silvestris	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Solibacillus;s__Solibacillus silvestris	g__Solibacillus	s__Solibacillus silvestris	RS_GCF_001586195.1	t	aerobe	aerobe	3961
Kosmotoga olearia	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Petrotogales;f__Kosmotogaceae;g__Kosmotoga;s__Kosmotoga olearia	g__Kosmotoga	s__Kosmotoga olearia	RS_GCF_000023325.1	t	anaerobe	anaerobe	3952
Dethiosulfovibrio peptidovorans	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Dethiosulfovibrionaceae;g__Dethiosulfovibrio;s__Dethiosulfovibrio peptidovorans	g__Dethiosulfovibrio	s__Dethiosulfovibrio peptidovorans	RS_GCF_000172975.1	t	anaerobe	anaerobe	3952
Mesonia algae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Mesonia;s__Mesonia algae	g__Mesonia	s__Mesonia algae	RS_GCF_003253545.1	t	aerobe,obligate aerobe	aerobe	3949
Litoreibacter albidus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Litoreibacter;s__Litoreibacter albidus	g__Litoreibacter	s__Litoreibacter albidus	RS_GCF_900107015.1	t	aerobe	aerobe	3947
Muribacter muris	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Muribacter;s__Muribacter muris	g__Muribacter	s__Muribacter muris	RS_GCF_001038205.1	t	microaerophile	aerobe	3945
Seleniivibrio woodruffii	d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Denitrovibrionaceae;g__Seleniivibrio;s__Seleniivibrio woodruffii	g__Seleniivibrio	s__Seleniivibrio woodruffii	RS_GCF_004339245.1	t	anaerobe	anaerobe	3943
Tritonibacter horizontis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Epibacterium;s__Epibacterium horizontis	g__Epibacterium	s__Epibacterium horizontis	RS_GCF_001518015.1	t	aerobe	aerobe	3940
Advenella incenata	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Advenella;s__Advenella incenata	g__Advenella	s__Advenella incenata	RS_GCF_004217095.1	t	aerobe	aerobe	3938
Salinihabitans flavidus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Salinihabitans;s__Salinihabitans flavidus	g__Salinihabitans	s__Salinihabitans flavidus	RS_GCF_900110425.1	t	aerobe	aerobe	3936
Ideonella dechloratans	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ideonella;s__Ideonella dechloratans	g__Ideonella	s__Ideonella dechloratans	RS_GCF_008801845.1	t	aerobe	aerobe	3930
Thermococcus celer	d__Archaea;p__Methanobacteriota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus celer	g__Thermococcus	s__Thermococcus celer	RS_GCF_002214365.1	t	anaerobe	anaerobe	3924
Stenotrophomonas maltophilia	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia	g__Stenotrophomonas	s__Stenotrophomonas maltophilia	RS_GCF_900186865.1	t	aerobe	aerobe	3924
Soonwooa buanensis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Soonwooa;s__Soonwooa buanensis	g__Soonwooa	s__Soonwooa buanensis	RS_GCF_900167905.1	t	aerobe	aerobe	3922
Desulfitibacter alkalitolerans	d__Bacteria;p__Firmicutes_B;c__Moorellia;o__Desulfitibacterales;f__Desulfitibacteraceae;g__Desulfitibacter;s__Desulfitibacter alkalitolerans	g__Desulfitibacter	s__Desulfitibacter alkalitolerans	RS_GCF_000620305.1	t	anaerobe	anaerobe	3916
Aidingimonas halophila	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Aidingimonas;s__Aidingimonas halophila	g__Aidingimonas	s__Aidingimonas halophila	RS_GCF_900106955.1	t	facultative anaerobe	aerobe	3912
Oleibacter marinus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__Oleibacter;s__Oleibacter marinus	g__Oleibacter	s__Oleibacter marinus	RS_GCF_900156675.1	t	aerobe	aerobe	3910
Solitalea koreensis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Solitalea;s__Solitalea koreensis	g__Solitalea	s__Solitalea koreensis	RS_GCF_900182575.1	t	aerobe	aerobe	3910
Sulfurospirillum deleyianum	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum;s__Sulfurospirillum deleyianum	g__Sulfurospirillum	s__Sulfurospirillum deleyianum	RS_GCF_000024885.1	t	anaerobe	anaerobe	3909
Roseiflexus castenholzii	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__Roseiflexus;s__Roseiflexus castenholzii	g__Roseiflexus	s__Roseiflexus castenholzii	RS_GCF_000017805.1	t	anaerobe	anaerobe	3901
Pseudoroseicyclus aestuarii	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudoroseicyclus;s__Pseudoroseicyclus aestuarii	g__Pseudoroseicyclus	s__Pseudoroseicyclus aestuarii	RS_GCF_003217255.1	t	aerobe	aerobe	3895
Gracilimonas tropica	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__Gracilimonas;s__Gracilimonas tropica	g__Gracilimonas	s__Gracilimonas tropica	RS_GCF_000375425.1	t	aerobe	aerobe	3893
Methanococcoides methylutens	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanococcoides;s__Methanococcoides methylutens	g__Methanococcoides	s__Methanococcoides methylutens	RS_GCF_000765475.1	t	anaerobe	anaerobe	3887
Arcticibacterium luteifluviistationis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Arcticibacterium;s__Arcticibacterium luteifluviistationis	g__Arcticibacterium	s__Arcticibacterium luteifluviistationis	RS_GCF_003258705.1	t	aerobe	aerobe	3881
Chthonobacter albigriseus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Pleomorphomonadaceae;g__Chthonobacter;s__Chthonobacter albigriseus	g__Chthonobacter	s__Chthonobacter albigriseus	RS_GCF_013839445.1	t	aerobe	aerobe	3880
Palleronia marisminoris	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Palleronia;s__Palleronia marisminoris	g__Palleronia	s__Palleronia marisminoris	RS_GCF_900172315.1	t	aerobe	aerobe	3878
Myceligenerans xiligouense	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Cellulomonadaceae;g__Myceligenerans;s__Myceligenerans xiligouense	g__Myceligenerans	s__Myceligenerans xiligouense	RS_GCF_003814695.1	t	aerobe	aerobe	3874
Thermotoga maritima	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;s__Thermotoga maritima	g__Thermotoga	s__Thermotoga maritima	RS_GCF_000008545.1	t	anaerobe	anaerobe	3872
Saccharophagus degradans	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Saccharophagus;s__Saccharophagus degradans	g__Saccharophagus	s__Saccharophagus degradans	RS_GCF_000013665.1	t	aerobe	aerobe	3872
Fictibacillus barbaricus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_G;f__Fictibacillaceae;g__Fictibacillus;s__Fictibacillus barbaricus	g__Fictibacillus	s__Fictibacillus barbaricus	GB_GCA_014635025.1	t	aerobe,microaerophile	aerobe	3869
Desulfurivibrio alkaliphilus	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__Desulfurivibrio;s__Desulfurivibrio alkaliphilus	g__Desulfurivibrio	s__Desulfurivibrio alkaliphilus	RS_GCF_000092205.1	t	anaerobe	anaerobe	3865
Intestinibacter bartlettii	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter;s__Intestinibacter bartlettii	g__Intestinibacter	s__Intestinibacter bartlettii	RS_GCF_000154445.1	t	anaerobe	anaerobe	3853
Psychrilyobacter atlanticus	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Psychrilyobacter;s__Psychrilyobacter atlanticus	g__Psychrilyobacter	s__Psychrilyobacter atlanticus	RS_GCF_000426625.1	t	anaerobe	anaerobe	3852
Filimonas lacunae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Filimonas;s__Filimonas lacunae	g__Filimonas	s__Filimonas lacunae	RS_GCF_002355595.1	t	aerobe	aerobe	3852
Phyllobacterium myrsinacearum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_A;f__Rhizobiaceae_A;g__Phyllobacterium;s__Phyllobacterium myrsinacearum	g__Phyllobacterium	s__Phyllobacterium myrsinacearum	RS_GCF_002980555.1	t	aerobe	aerobe	3849
Pseudogulbenkiania subflava	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Pseudogulbenkiania;s__Pseudogulbenkiania subflava	g__Pseudogulbenkiania	s__Pseudogulbenkiania subflava	RS_GCF_900177275.1	t	aerobe	aerobe	3837
Maliponia aquimaris	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Maliponia;s__Maliponia aquimaris	g__Maliponia	s__Maliponia aquimaris	RS_GCF_900184945.1	t	aerobe	aerobe	3837
Mangrovicella endophytica	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mangrovicella;s__Mangrovicella endophytica	g__Mangrovicella	s__Mangrovicella endophytica	RS_GCF_002893625.1	t	aerobe	aerobe	3834
Geothrix fermentans	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix;s__Geothrix fermentans	g__Geothrix	s__Geothrix fermentans	RS_GCF_000428885.1	t	anaerobe	anaerobe	3831
Acetohalobium arabaticum	d__Bacteria;p__Firmicutes_F;c__Halanaerobiia;o__Halobacteroidales;f__Acetohalobiaceae;g__Acetohalobium;s__Acetohalobium arabaticum	g__Acetohalobium	s__Acetohalobium arabaticum	RS_GCF_000144695.1	t	anaerobe	anaerobe	3830
Allisonella histaminiformans	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Allisonella;s__Allisonella histaminiformans	g__Allisonella	s__Allisonella histaminiformans	RS_GCF_900103425.1	t	anaerobe	anaerobe	3827
Aureitalea marina	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aureitalea;s__Aureitalea marina	g__Aureitalea	s__Aureitalea marina	RS_GCF_002943755.1	t	aerobe	aerobe	3826
Azoarcus indigens	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azoarcus;s__Azoarcus indigens	g__Azoarcus	s__Azoarcus indigens	RS_GCF_004361735.1	t	aerobe	aerobe	3824
Kroppenstedtia eburnea	d__Bacteria;p__Firmicutes;c__Bacilli;o__Thermoactinomycetales;f__Thermoactinomycetaceae;g__Kroppenstedtia;s__Kroppenstedtia eburnea	g__Kroppenstedtia	s__Kroppenstedtia eburnea	RS_GCF_013282215.1	t	aerobe,microaerophile	aerobe	3820
Pustulibacterium marinum	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Pustulibacterium;s__Pustulibacterium marinum	g__Pustulibacterium	s__Pustulibacterium marinum	RS_GCF_900116665.1	t	aerobe	aerobe	3819
Desulfobacula toluolica	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacula;s__Desulfobacula toluolica	g__Desulfobacula	s__Desulfobacula toluolica	RS_GCF_000307105.1	t	anaerobe	anaerobe	3801
Methanopyrus kandleri	d__Archaea;p__Methanobacteriota;c__Methanopyri;o__Methanopyrales;f__Methanopyraceae;g__Methanopyrus;s__Methanopyrus kandleri	g__Methanopyrus	s__Methanopyrus kandleri	RS_GCF_000007185.1	t	anaerobe	anaerobe	3780
Acidaminococcus fermentans	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus fermentans	g__Acidaminococcus	s__Acidaminococcus fermentans	RS_GCF_000025305.1	t	anaerobe	anaerobe	3774
